success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,passed,island_num,context_im,contextArray_ind,pRew_Red,pRew_White,pRew_Black
,do_trial,312,771375,0.0-163.0-0.0,620.3000000000466,,,,,,50,1,1,0,2,city,103,0.6619249687016698,0.27205684415553144,0.06968202774453283,1,learn,,,,,,,
,html-keyboard-response,313,772378,0.0-163.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,314,775326,0.0-164.0-0.0,441.19999999995343,,,,,,50,1,0,0,2,city,104,0.7945390927444599,0.2758296839831773,0.11683936863649173,0,learn,,,,,,,
,html-keyboard-response,315,776330,0.0-164.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,316,779286,0.0-165.0-0.0,449.19999999995343,,,,,,49,1,0,0,2,city,105,0.6964988958494865,0.2766257652398997,0.08432511787837825,1,learn,,,,,,,
,html-keyboard-response,317,780289,0.0-165.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,318,783066,0.0-166.0-0.0,270.5,,,,,,49,1,1,0,2,city,106,0.7248477961023332,0.2817557885493258,0.06486575537623467,1,learn,,,,,,,
,html-keyboard-response,319,784068,0.0-166.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,320,787454,0.0-167.0-0.0,879.3999999999069,,,,,,49,1,0,0,2,city,107,0.7051547078595052,0.2081253097456908,0.06595296357093013,1,learn,,,,,,,
,html-keyboard-response,321,788457,0.0-167.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,322,791776,0.0-168.0-0.0,812.5999999998603,,,,,,49,0,0,0,2,city,108,0.6417183534311901,0.21172268302401404,0.2135484860156421,0,learn,,,,,,,
,html-keyboard-response,323,792779,0.0-168.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,324,795572,0.0-169.0-0.0,285,,,,,,51,1,0,0,2,city,109,0.7251105549738336,0.2884612943129079,0.1435872317123527,0,learn,,,,,,,
,html-keyboard-response,325,796575,0.0-169.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,attention_check,326,796770,0.0-170.0-0.0,193.29999999981374,,,<div style='position:relative; margin-top: 600px;'><p>Before we set sail — press the <b>Z</b> key to continue!</p></div>,49,,,,,,,,,,,,false,,,,,,
,do_bye,327,798277,0.0-170.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,break,328,824145,0.0-170.0-2.0,25865.300000000047,,,<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>,32,,,,,,,,,,,,,,,,,,
,do_travel,329,833150,0.0-171.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_welcome,330,837164,0.0-171.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,331,841074,0.0-172.0-0.0,1403.1000000000931,,,,,,49,1,0,1,3,mountain,110,1,0.3728012706110879,0.08343680504276733,1,learn,,,,,,,
,html-keyboard-response,332,842077,0.0-172.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,333,845142,0.0-173.0-0.0,557.6000000000931,,,,,,49,1,0,0,3,mountain,111,1,0.43941232231519506,0.07240336802725543,1,learn,,,,,,,
,html-keyboard-response,334,846146,0.0-173.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,335,848997,0.0-174.0-0.0,345,,,,,,49,1,1,0,3,mountain,112,0.7499289895051905,0.5825695816643175,0.055200483789638606,1,learn,,,,,,,
,html-keyboard-response,336,850000,0.0-174.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,337,852786,0.0-175.0-0.0,277.89999999990687,,,,,,49,0,1,0,3,mountain,113,0.7161030154445928,0.49521898509571105,0.14923759388105157,0,learn,,,,,,,
,html-keyboard-response,338,853789,0.0-175.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,339,856587,0.0-176.0-0.0,291.69999999995343,,,,,,49,0,0,0,3,mountain,114,0.8108766534254506,0.3032750550252775,0.10406414111345806,0,learn,,,,,,,
,html-keyboard-response,340,857590,0.0-176.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,341,860344,0.0-177.0-0.0,248.70000000018626,,,,,,49,0,0,0,3,mountain,115,0.5480989374069931,0.3402041066103672,0.10892501695937078,0,learn,,,,,,,
,html-keyboard-response,342,861347,0.0-177.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,343,864095,0.0-178.0-0.0,241.19999999995343,,,,,,49,1,0,1,3,mountain,116,0.470406421223683,0.29435609535982804,0.07769546275811276,1,learn,,,,,,,
,html-keyboard-response,344,865098,0.0-178.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,345,867910,0.0-179.0-0.0,304.19999999995343,,,,,,49,1,0,0,3,mountain,117,0.49864392786484907,0.26257208074922117,0.11452725615824641,1,learn,,,,,,,
,html-keyboard-response,346,868912,0.0-179.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,347,871807,0.0-180.0-0.0,388.19999999995343,,,,,,49,0,0,0,3,mountain,118,0.5654143449294392,0.14670840524615855,0.20637656694678072,0,learn,,,,,,,
,html-keyboard-response,348,872810,0.0-180.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,349,877120,0.0-181.0-0.0,1802.1999999999534,,,,,,50,0,0,0,3,mountain,119,0.5573415565639404,0.21524127258283668,0.07447071209013963,0,learn,,,,,,,
,html-keyboard-response,350,878123,0.0-181.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,351,880801,0.0-182.0-0.0,172.10000000009313,,,,,,50,0,0,0,3,mountain,120,0.5911264188670793,0.3457481785666073,0.08390274091985336,0,learn,,,,,,,
,html-keyboard-response,352,881805,0.0-182.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,353,884590,0.0-183.0-0.0,279.30000000004657,,,,,,50,1,0,0,3,mountain,121,0.5689661818999924,0.22749879111342047,0.19434790782660996,0,learn,,,,,,,
,html-keyboard-response,354,885594,0.0-183.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,355,888350,0.0-184.0-0.0,250,,,,,,51,0,0,1,3,mountain,122,0.5373407118997564,0.2749187538479616,0.4335305686520378,1,learn,,,,,,,
,html-keyboard-response,356,889354,0.0-184.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,357,892161,0.0-185.0-0.0,299.39999999990687,,,,,,51,0,0,1,3,mountain,123,0.49816526960655777,0.2477213293445284,0.66455748412305,1,learn,,,,,,,
,html-keyboard-response,358,893164,0.0-185.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,359,896159,0.0-186.0-0.0,488.10000000009313,,,,,,51,1,0,1,3,mountain,124,0.44115843860852383,0.11754459331592404,0.560936836744824,1,learn,,,,,,,
,html-keyboard-response,360,897162,0.0-186.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,361,900467,0.0-187.0-0.0,798.5,,,,,,51,0,0,1,3,mountain,125,0.3449070015446169,0.07723839571377356,0.6744051332020814,1,learn,,,,,,,
,html-keyboard-response,362,901470,0.0-187.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,363,904289,0.0-188.0-0.0,313.5,,,,,,51,0,0,0,3,mountain,126,0.36148138145697917,0.12696633804519675,0.6368266840604637,0,learn,,,,,,,
,html-keyboard-response,364,905293,0.0-188.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,365,908063,0.0-189.0-0.0,263.80000000004657,,,,,,51,0,0,0,3,mountain,127,0.42254032018047843,0.14725950177850014,0.4505749515841278,0,learn,,,,,,,
,html-keyboard-response,366,909066,0.0-189.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,367,911660,0.0-190.0-0.0,87.0999999998603,,,,,,51,0,0,1,3,mountain,128,0.2962117505779858,0.10511339015294736,0.4936319789843922,1,learn,,,,,,,
,html-keyboard-response,368,912663,0.0-190.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,369,915405,0.0-191.0-0.0,235.19999999995343,,,,,,51,0,0,1,3,mountain,129,0.4453987077162583,0.10682620095266483,0.41180214649167673,1,learn,,,,,,,
,html-keyboard-response,370,916409,0.0-191.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,371,919166,0.0-192.0-0.0,251.5999999998603,,,,,,51,0,0,1,3,mountain,130,0.47171917312131156,0.10059690405379972,0.5029785772247304,1,learn,,,,,,,
,html-keyboard-response,372,920169,0.0-192.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,373,922923,0.0-193.0-0.0,247.80000000004657,,,,,,51,0,0,0,3,mountain,131,0.23903766972232654,0.11005311023244937,0.379292222848981,0,learn,,,,,,,
,html-keyboard-response,374,923926,0.0-193.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,375,927023,0.0-194.0-0.0,589.3999999999069,,,,,,49,0,0,1,3,mountain,132,0.1361205196607589,0.11561536156903503,0.37489260460149626,0,learn,,,,,,,
,html-keyboard-response,376,928026,0.0-194.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,377,930952,0.0-195.0-0.0,419.39999999990687,,,,,,49,1,0,1,3,mountain,133,0.16977989340051317,0.06730289592310375,0.4445036454585727,1,learn,,,,,,,
,html-keyboard-response,378,931955,0.0-195.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,379,934767,0.0-196.0-0.0,303.80000000004657,,,,,,49,1,0,0,3,mountain,134,0.3610108517712531,0.19630889800661883,0.4286347200636331,1,learn,,,,,,,
,html-keyboard-response,380,935770,0.0-196.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,381,938987,0.0-197.0-0.0,710.1999999999534,,,,,,49,0,0,1,3,mountain,135,0.19946850212189263,0.1518610107656563,0.501746657831028,0,learn,,,,,,,
,html-keyboard-response,382,939990,0.0-197.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,383,942723,0.0-198.0-0.0,225.5,,,,,,51,0,0,0,3,mountain,136,0.12550881623129057,0.1393413627102443,0.46395868197171863,0,learn,,,,,,,
,html-keyboard-response,384,943727,0.0-198.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,385,946452,0.0-199.0-0.0,218.80000000004657,,,,,,51,0,0,1,3,mountain,137,0.258027665365427,0.08013315469366085,0.3550963655572376,1,learn,,,,,,,
,html-keyboard-response,386,947455,0.0-199.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,387,950147,0.0-200.0-0.0,186.30000000004657,,,,,,51,0,1,0,3,mountain,138,0.2477135997132115,0.2009139410560367,0.39788800650400874,0,learn,,,,,,,
,html-keyboard-response,388,951150,0.0-200.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,389,953847,0.0-201.0-0.0,190.19999999995343,,,,,,51,0,0,0,3,mountain,139,0.2063350960870171,0.1243854321408507,0.41319202771467667,0,learn,,,,,,,
,html-keyboard-response,390,954850,0.0-201.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,391,957712,0.0-202.0-0.0,355.5999999998603,,,,,,51,0,0,0,3,mountain,140,0.2395445189072963,0.13948887684154176,0.5472996307089003,0,learn,,,,,,,
,html-keyboard-response,392,958715,0.0-202.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,393,961496,0.0-203.0-0.0,275.5,,,,,,51,0,0,0,3,mountain,141,0.24373296229810584,0.12638750435758403,0.4669841718598751,0,learn,,,,,,,
,html-keyboard-response,394,962499,0.0-203.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,395,965385,0.0-204.0-0.0,379.39999999990687,,,,,,49,0,1,0,3,mountain,142,0.24023019783512412,0.1710302851800769,0.6071941116531177,0,learn,,,,,,,
,html-keyboard-response,396,966388,0.0-204.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,397,969181,0.0-205.0-0.0,285.80000000004657,,,,,,49,1,0,1,3,mountain,143,0.23625783092550293,0.13831997115451794,0.7078880202214685,1,learn,,,,,,,
,html-keyboard-response,398,970183,0.0-205.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,399,973013,0.0-206.0-0.0,322.10000000009313,,,,,,49,0,0,1,3,mountain,144,0.2840370343584264,0.163050227301067,0.7666847418308271,0,learn,,,,,,,
,html-keyboard-response,400,974016,0.0-206.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,401,977173,0.0-207.0-0.0,651.3000000000466,,,,,,50,0,0,0,3,mountain,145,0.249051664926716,0.13163669965367902,0.5336128518013952,0,learn,,,,,,,
,html-keyboard-response,402,978177,0.0-207.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,403,981362,0.0-208.0-0.0,677.9000000001397,,,,,,49,0,0,1,3,mountain,146,0.2718337590855985,0.09005565568748328,0.561986135762074,0,learn,,,,,,,
,html-keyboard-response,404,982365,0.0-208.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,405,985149,0.0-209.0-0.0,279.19999999995343,,,,,,49,0,0,1,3,mountain,147,0.24932450357935626,0.08097323992647448,0.6610607137222476,0,learn,,,,,,,
,html-keyboard-response,406,986152,0.0-209.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,407,988875,0.0-210.0-0.0,215.69999999995343,,,,,,49,0,0,1,3,mountain,148,0.13769035152145953,0.08070738252880812,0.6602344911203636,0,learn,,,,,,,
,html-keyboard-response,408,989878,0.0-210.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,409,992570,0.0-211.0-0.0,183.80000000004657,,,,,,49,0,0,1,3,mountain,149,0.21985979251752985,0.15872846966160795,0.7298879587469154,0,learn,,,,,,,
,html-keyboard-response,410,993573,0.0-211.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,attention_check,411,995057,0.0-212.0-0.0,1482.5999999998603,,,<div style='position:relative; margin-top: 600px;'><p>Before we set sail — press the <b>Z</b> key to continue!</p></div>,90,,,,,,,,,,,,true,,,,,,
,do_bye,412,996563,0.0-212.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,break,413,1011389,0.0-212.0-2.0,14825,,,<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>,32,,,,,,,,,,,,,,,,,,
,do_travel,414,1020395,0.0-213.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_welcome,415,1024409,0.0-213.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,416,1028033,0.0-214.0-0.0,1116.4000000001397,,,,,,49,0,0,1,4,coast,150,0.2810646229130612,0.15471640897353336,1,0,learn,,,,,,,
,html-keyboard-response,417,1029037,0.0-214.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,418,1031834,0.0-215.0-0.0,289.39999999990687,,,,,,49,0,0,1,4,coast,151,0.16795677268202014,0.07377366841008452,1,0,learn,,,,,,,
,html-keyboard-response,419,1032837,0.0-215.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,420,1035773,0.0-216.0-0.0,428.80000000004657,,,,,,49,0,0,1,4,coast,152,0.27387057511256696,0.06168303974812755,0.8689683002324959,0,learn,,,,,,,
,html-keyboard-response,421,1036776,0.0-216.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,422,1039532,0.0-217.0-0.0,248.5,,,,,,50,0,1,1,4,coast,153,0.21270329108301803,0.08343268876197948,0.7710450528471943,1,learn,,,,,,,
,html-keyboard-response,423,1040535,0.0-217.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,424,1043319,0.0-218.0-0.0,277,,,,,,50,0,0,1,4,coast,154,0.1887930259604239,0.05696173318168169,0.7342232772277544,0,learn,,,,,,,
,html-keyboard-response,425,1044323,0.0-218.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,426,1047100,0.0-219.0-0.0,269.19999999995343,,,,,,50,0,0,1,4,coast,155,0.3552711857141273,0.08804106946664572,0.8487997583106439,0,learn,,,,,,,
,html-keyboard-response,427,1048103,0.0-219.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,428,1050804,0.0-220.0-0.0,194.9000000001397,,,,,,51,1,0,1,4,coast,156,0.3735009521246863,0.19362724746562962,0.7227106205566334,1,learn,,,,,,,
,html-keyboard-response,429,1051808,0.0-220.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,430,1054594,0.0-221.0-0.0,279.69999999995343,,,,,,51,1,0,0,4,coast,157,0.3293616809230995,0.135726751106481,0.6045595213556724,0,learn,,,,,,,
,html-keyboard-response,431,1055598,0.0-221.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,432,1058445,0.0-222.0-0.0,340.5,,,,,,51,1,0,1,4,coast,158,0.3064754807303436,0.0731317203118815,0.6356264464095761,1,learn,,,,,,,
,html-keyboard-response,433,1059448,0.0-222.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,434,1062305,0.0-223.0-0.0,349.80000000004657,,,,,,51,1,0,1,4,coast,159,0.28371033834711834,0.1909895995263942,0.5783185825637918,1,learn,,,,,,,
,html-keyboard-response,435,1063309,0.0-223.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,436,1066114,0.0-224.0-0.0,297.80000000004657,,,,,,51,1,0,0,4,coast,160,0.24978634244628936,0.16234340325311286,0.5354647701048285,0,learn,,,,,,,
,html-keyboard-response,437,1067117,0.0-224.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,438,1069895,0.0-225.0-0.0,272.20000000018626,,,,,,51,1,1,1,4,coast,161,0.20422104884778647,0.2755296857398519,0.5231940115377132,1,learn,,,,,,,
,html-keyboard-response,439,1070898,0.0-225.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,440,1074127,0.0-226.0-0.0,722.6999999999534,,,,,,50,0,0,1,4,coast,162,0.19907336381113008,0.383839713436209,0.4420433612965984,0,learn,,,,,,,
,html-keyboard-response,441,1075130,0.0-226.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,442,1077844,0.0-227.0-0.0,208,,,,,,51,1,1,0,4,coast,163,0.20457288104085092,0.6072669166181496,0.1143638944303494,0,learn,,,,,,,
,html-keyboard-response,443,1078847,0.0-227.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,444,1081354,0.0-228.0-0.0,0.19999999995343387,,,,,,51,0,1,0,4,coast,164,0.3042012176364213,0.5342896158437922,0.14125509729588395,0,learn,,,,,,,
,html-keyboard-response,445,1082356,0.0-228.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,446,1085173,0.0-229.0-0.0,310.80000000004657,,,,,,51,1,0,0,4,coast,165,0.35275098404666666,0.5030875599871365,0.12461150294996326,0,learn,,,,,,,
,html-keyboard-response,447,1086176,0.0-229.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,448,1089026,0.0-230.0-0.0,342.10000000009313,,,,,,51,0,0,0,4,coast,166,0.38015276443403767,0.5787553156887133,0.05687570369240201,0,learn,,,,,,,
,html-keyboard-response,449,1090029,0.0-230.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,450,1093801,0.0-231.0-0.0,1264.6999999999534,,,,,,51,0,1,0,4,coast,167,0.4545364072730459,0.8303775933778249,0.11220328421285412,0,learn,,,,,,,
,html-keyboard-response,451,1094804,0.0-231.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,452,1097528,0.0-232.0-0.0,216,,,,,,50,1,1,0,4,coast,168,0.3716582332849607,0.8493180422771869,0.22453037967368708,1,learn,,,,,,,
,html-keyboard-response,453,1098531,0.0-232.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,454,1101852,0.0-233.0-0.0,813.3999999999069,,,,,,50,0,1,0,4,coast,169,0.2280028011205524,0.6311509261835412,0.2269042655303796,1,learn,,,,,,,
,html-keyboard-response,455,1102855,0.0-233.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,456,1105599,0.0-234.0-0.0,237.20000000018626,,,,,,50,1,0,1,4,coast,170,0.38490488765849934,0.5425972579488282,0.29095257384372947,0,learn,,,,,,,
,html-keyboard-response,457,1106602,0.0-234.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,458,1109363,0.0-235.0-0.0,254.30000000004657,,,,,,51,1,1,0,4,coast,171,0.42461942564578936,0.5919908684392843,0.16214823530452627,0,learn,,,,,,,
,html-keyboard-response,459,1110366,0.0-235.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,460,1113176,0.0-236.0-0.0,303.9000000001397,,,,,,50,0,1,0,4,coast,172,0.4007189963436876,0.6708456247496573,0.21323542763357697,1,learn,,,,,,,
,html-keyboard-response,461,1114179,0.0-236.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,462,1117090,0.0-237.0-0.0,406.10000000009313,,,,,,50,0,0,0,4,coast,173,0.3164938056234547,0.7530658154285581,0.12851181206944678,0,learn,,,,,,,
,html-keyboard-response,463,1118093,0.0-237.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,464,1120807,0.0-238.0-0.0,206.60000000009313,,,,,,51,1,0,0,4,coast,174,0.32447154392736266,0.7401177222453365,0.11461314368195685,0,learn,,,,,,,
,html-keyboard-response,465,1121810,0.0-238.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,466,1124752,0.0-239.0-0.0,436.19999999995343,,,,,,50,0,1,0,4,coast,175,0.46326918504905445,0.5415680964773195,0.12407985036214932,1,learn,,,,,,,
,html-keyboard-response,467,1125755,0.0-239.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,468,1128531,0.0-240.0-0.0,268.20000000018626,,,,,,50,0,1,0,4,coast,176,0.4101846238481488,0.6941101001147267,0.17504923888539003,1,learn,,,,,,,
,html-keyboard-response,469,1129534,0.0-240.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,470,1132462,0.0-241.0-0.0,421.89999999990687,,,,,,50,0,1,1,4,coast,177,0.27524157075650785,0.7108591927589452,0.1785865667735225,1,learn,,,,,,,
,html-keyboard-response,471,1133465,0.0-241.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,472,1136356,0.0-242.0-0.0,384.69999999995343,,,,,,50,0,1,1,4,coast,178,0.3074948388643789,0.6504183506274541,0.21076498133420593,1,learn,,,,,,,
,html-keyboard-response,473,1137359,0.0-242.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,474,1140230,0.0-243.0-0.0,364.39999999990687,,,,,,50,1,0,0,4,coast,179,0.22186842008768362,0.7069974449922275,0.18341626820746232,0,learn,,,,,,,
,html-keyboard-response,475,1141233,0.0-243.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,476,1144048,0.0-244.0-0.0,307.80000000004657,,,,,,51,1,1,1,4,coast,180,0.2581506863262252,0.6049868843998193,0.11368183510712225,1,learn,,,,,,,
,html-keyboard-response,477,1145051,0.0-244.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,478,1147796,0.0-245.0-0.0,239.39999999990687,,,,,,51,1,1,0,4,coast,181,0.3060032224260525,0.5788355990673997,0.0837582830803919,0,learn,,,,,,,
,html-keyboard-response,479,1148799,0.0-245.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,480,1151818,0.0-246.0-0.0,511.80000000004657,,,,,,50,1,1,0,4,coast,182,0.35954453620416177,0.557306332187301,0.11819698976436292,1,learn,,,,,,,
,html-keyboard-response,481,1152821,0.0-246.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,482,1155630,0.0-247.0-0.0,302,,,,,,50,0,1,0,4,coast,183,0.30063720641201275,0.5891535093699598,0.1557121962470915,1,learn,,,,,,,
,html-keyboard-response,483,1156633,0.0-247.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,484,1159412,0.0-248.0-0.0,273.19999999995343,,,,,,50,0,1,0,4,coast,184,0.2097471766798271,0.49591776411805416,0.05224295675588241,1,learn,,,,,,,
,html-keyboard-response,485,1160415,0.0-248.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,486,1163253,0.0-249.0-0.0,332.5,,,,,,50,0,0,0,4,coast,185,0.2749540768146398,0.5238432854499439,0.15451173007460245,0,learn,,,,,,,
,html-keyboard-response,487,1164256,0.0-249.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,488,1167029,0.0-250.0-0.0,265.70000000018626,,,,,,51,0,0,0,4,coast,186,0.11630282975841319,0.5129106031605366,0.20612137298601185,0,learn,,,,,,,
,html-keyboard-response,489,1168032,0.0-250.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,490,1170867,0.0-251.0-0.0,328.29999999981374,,,,,,51,0,1,0,4,coast,187,0.23329498126955034,0.46312189860425235,0.16125588068847743,0,learn,,,,,,,
,html-keyboard-response,491,1171870,0.0-251.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,492,1174677,0.0-252.0-0.0,299.89999999990687,,,,,,50,0,1,0,4,coast,188,0.13460607811087666,0.6711784244587841,0.0684506864219977,1,learn,,,,,,,
,html-keyboard-response,493,1175680,0.0-252.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,494,1178566,0.0-253.0-0.0,378.9000000001397,,,,,,50,0,1,0,4,coast,189,0.21076311213267734,0.5739912618873309,0.06143935683910523,1,learn,,,,,,,
,html-keyboard-response,495,1179568,0.0-253.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,attention_check,496,1181855,0.0-254.0-0.0,2285.100000000093,,,<div style='position:relative; margin-top: 600px;'><p>Before we set sail — press the <b>Z</b> key to continue!</p></div>,90,,,,,,,,,,,,true,,,,,,
,do_bye,497,1183364,0.0-254.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,break,498,1202085,0.0-254.0-2.0,18718.90000000014,,,<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>,32,,,,,,,,,,,,,,,,,,
,do_travel,499,1211089,0.0-255.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
