success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,passed,island_num,context_im,contextArray_ind,pRew_Red,pRew_White,pRew_Black
,html-keyboard-response,320,769059,0.0-168.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,321,771890,0.0-169.0-0.0,324.80000000004657,,,,,,51,0,0,1,3,coast,112,0.25529479185943343,0.10856319729925566,0.816553758585349,1,learn,,,,,,,
,html-keyboard-response,322,772893,0.0-169.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,323,775666,0.0-170.0-0.0,266.39999999990687,,,,,,51,1,0,1,3,coast,113,0.38251430171454365,0.16743495368028394,0.626765168755336,1,learn,,,,,,,
,html-keyboard-response,324,776669,0.0-170.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,325,779623,0.0-171.0-0.0,447.80000000004657,,,,,,51,1,0,1,3,coast,114,0.39011333103593204,0.05785254256628795,0.7660151028958936,1,learn,,,,,,,
,html-keyboard-response,326,780626,0.0-171.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,327,783602,0.0-172.0-0.0,469.4000000001397,,,,,,51,0,0,1,3,coast,115,0.4192014882172873,0.07020964361300436,0.7007029318390066,1,learn,,,,,,,
,html-keyboard-response,328,784604,0.0-172.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,329,787599,0.0-173.0-0.0,487.70000000018626,,,,,,51,0,0,1,3,coast,116,0.4032523563245888,0.11288655363519187,0.5490502943755449,1,learn,,,,,,,
,html-keyboard-response,330,788602,0.0-173.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,331,791584,0.0-174.0-0.0,474.5,,,,,,51,0,0,1,3,coast,117,0.38192168683005456,0.08537602509843498,0.6330202141005935,1,learn,,,,,,,
,html-keyboard-response,332,792587,0.0-174.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,333,795681,0.0-175.0-0.0,586.8000000000466,,,,,,51,1,0,0,3,coast,118,0.40731272587516765,0.11742256275432407,0.6268796867843396,0,learn,,,,,,,
,html-keyboard-response,334,796684,0.0-175.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,335,800210,0.0-176.0-0.0,1018.7999999998137,,,,,,51,0,1,0,3,coast,119,0.5106163346885209,0.09520495675669256,0.5378457843989939,0,learn,,,,,,,
,html-keyboard-response,336,801213,0.0-176.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,337,804159,0.0-177.0-0.0,440.19999999995343,,,,,,51,0,0,1,3,coast,120,0.5347124876462439,0.059715694433699076,0.5166032141572501,1,learn,,,,,,,
,html-keyboard-response,338,805162,0.0-177.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,339,808122,0.0-178.0-0.0,453.5999999998603,,,,,,51,1,0,1,3,coast,121,0.5824691980565816,0.07001859231710335,0.5599503756658029,1,learn,,,,,,,
,html-keyboard-response,340,809126,0.0-178.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,341,812062,0.0-179.0-0.0,429.30000000004657,,,,,,51,1,0,1,3,coast,122,0.6319297398583757,0.1293021534552317,0.4364474457192148,1,learn,,,,,,,
,html-keyboard-response,342,813065,0.0-179.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,343,816186,0.0-180.0-0.0,615.2999999998137,,,,,,51,0,0,0,3,coast,123,0.5166289953922137,0.08927838384094543,0.2780436187416414,0,learn,,,,,,,
,html-keyboard-response,344,817189,0.0-180.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,345,820159,0.0-181.0-0.0,464.19999999995343,,,,,,51,1,1,0,3,coast,124,0.5775960870531516,0.32148159095935896,0.1571530976805038,0,learn,,,,,,,
,html-keyboard-response,346,821162,0.0-181.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,347,824091,0.0-182.0-0.0,421.19999999995343,,,,,,51,1,0,0,3,coast,125,0.5773488526214089,0.37732845560882816,0.2370678978738018,0,learn,,,,,,,
,html-keyboard-response,348,825094,0.0-182.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,349,827950,0.0-183.0-0.0,348.69999999995343,,,,,,50,0,1,0,3,coast,126,0.5839128429203296,0.37125147672999786,0.13389283406326105,1,learn,,,,,,,
,html-keyboard-response,350,828954,0.0-183.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,351,831934,0.0-184.0-0.0,474.10000000009313,,,,,,50,1,1,1,3,coast,127,0.44893203268856346,0.41186946188730994,0.18958483308989388,1,learn,,,,,,,
,html-keyboard-response,352,832937,0.0-184.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,353,836125,0.0-185.0-0.0,680.6000000000931,,,,,,50,1,1,0,3,coast,128,0.36682292867638566,0.30889313856603595,0.206060748954311,1,learn,,,,,,,
,html-keyboard-response,354,837128,0.0-185.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,355,840449,0.0-186.0-0.0,815,,,,,,50,0,0,1,3,coast,129,0.4115464182476325,0.3036723594778274,0.19548527700587287,0,learn,,,,,,,
,html-keyboard-response,356,841452,0.0-186.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,357,845252,0.0-187.0-0.0,1294.1999999999534,,,,,,50,1,0,0,3,coast,130,0.5767844521395626,0.3278009937026702,0.08881799727296255,0,learn,,,,,,,
,html-keyboard-response,358,846256,0.0-187.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,359,849264,0.0-188.0-0.0,502.10000000009313,,,,,,50,1,0,0,3,coast,131,0.5961925539591924,0.23596697222411814,0.12502212604753807,0,learn,,,,,,,
,html-keyboard-response,360,850267,0.0-188.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,361,853246,0.0-189.0-0.0,472.9000000001397,,,,,,50,0,0,0,3,coast,132,0.5838249069218446,0.2607015482257742,0.11279344539733367,0,learn,,,,,,,
,html-keyboard-response,362,854249,0.0-189.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,363,857637,0.0-190.0-0.0,880.8000000000466,,,,,,49,1,0,0,3,coast,133,0.6485470485916006,0.2354244685122678,0.0833768623476215,1,learn,,,,,,,
,html-keyboard-response,364,858641,0.0-190.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,365,861489,0.0-191.0-0.0,340.5999999998603,,,,,,49,1,0,0,3,coast,134,0.6885416140549857,0.32497477544855663,0.12759717834788512,1,learn,,,,,,,
,html-keyboard-response,366,862492,0.0-191.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,367,865270,0.0-192.0-0.0,271.10000000009313,,,,,,49,1,0,1,3,coast,135,0.6081880875524831,0.42212693913728094,0.10926797769489988,1,learn,,,,,,,
,html-keyboard-response,368,866273,0.0-192.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,369,869400,0.0-193.0-0.0,619.5,,,,,,49,0,0,0,3,coast,136,0.5949673934156198,0.3774459067345126,0.07742522626834004,0,learn,,,,,,,
,html-keyboard-response,370,870403,0.0-193.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,371,873440,0.0-194.0-0.0,529.1999999999534,,,,,,49,1,0,1,3,coast,137,0.5366796651918856,0.265675668559959,0.2816492436323904,1,learn,,,,,,,
,html-keyboard-response,372,874443,0.0-194.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,373,877777,0.0-195.0-0.0,827.5,,,,,,49,1,0,1,3,coast,138,0.5483765472631006,0.2878567332493433,0.19815792374489088,1,learn,,,,,,,
,html-keyboard-response,374,878780,0.0-195.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,375,881631,0.0-196.0-0.0,344.80000000004657,,,,,,49,1,1,0,3,coast,139,0.49420465851941886,0.405780366348028,0.2540660621063594,1,learn,,,,,,,
,html-keyboard-response,376,882635,0.0-196.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,377,886193,0.0-197.0-0.0,1050.7999999998137,,,,,,49,0,0,0,3,coast,140,0.4863121667639079,0.35432445804716084,0.16821334083094874,0,learn,,,,,,,
,html-keyboard-response,378,887195,0.0-197.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,379,890138,0.0-198.0-0.0,436.30000000004657,,,,,,49,1,1,0,3,coast,141,0.576386436880852,0.42632729782639367,0.1629380985264983,1,learn,,,,,,,
,html-keyboard-response,380,891140,0.0-198.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,381,894153,0.0-199.0-0.0,506.0999999998603,,,,,,49,0,0,0,3,coast,142,0.39669635785577695,0.3291557763237908,0.13466230955300434,0,learn,,,,,,,
,html-keyboard-response,382,895156,0.0-199.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,383,898761,0.0-200.0-0.0,1097.6999999999534,,,,,,49,0,0,0,3,coast,143,0.5154744508260786,0.3899622906156967,0.11052607842461877,0,learn,,,,,,,
,html-keyboard-response,384,899764,0.0-200.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,385,902622,0.0-201.0-0.0,351,,,,,,49,1,0,0,3,coast,144,0.5140698176652225,0.26307735448968744,0.12534845854115217,1,learn,,,,,,,
,html-keyboard-response,386,903625,0.0-201.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,387,906440,0.0-202.0-0.0,307.39999999990687,,,,,,49,1,1,0,3,coast,145,0.4233729455907877,0.29996047078188964,0.07375962770341003,1,learn,,,,,,,
,html-keyboard-response,388,907443,0.0-202.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,389,910292,0.0-203.0-0.0,342.29999999981374,,,,,,49,0,0,0,3,coast,146,0.5408937454997138,0.2857807560803959,0.07348005516562908,0,learn,,,,,,,
,html-keyboard-response,390,911295,0.0-203.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,391,914107,0.0-204.0-0.0,305.70000000018626,,,,,,49,1,1,0,3,coast,147,0.4448260947143089,0.3589370054371308,0.11169330918652631,1,learn,,,,,,,
,html-keyboard-response,392,915109,0.0-204.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,393,917938,0.0-205.0-0.0,322.0999999998603,,,,,,49,0,0,0,3,coast,148,0.47665107854147976,0.30017061966461733,0.17719498075430604,0,learn,,,,,,,
,html-keyboard-response,394,918941,0.0-205.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,395,922190,0.0-206.0-0.0,743,,,,,,49,0,0,0,3,coast,149,0.4479123049743952,0.10435103559618611,0.1564022337251788,0,learn,,,,,,,
,html-keyboard-response,396,923193,0.0-206.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,attention_check,397,924222,0.0-207.0-0.0,1027.1999999999534,,,<div style='position:relative; margin-top: 600px;'><p>Before we set sail — press the <b>Z</b> key to continue!</p></div>,90,,,,,,,,,,,,true,,,,,,
,do_bye,398,925728,0.0-207.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,break,399,943085,0.0-207.0-2.0,17355.699999999953,,,<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>,32,,,,,,,,,,,,,,,,,,
,do_travel,400,952089,0.0-208.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_welcome,401,956104,0.0-208.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,402,959800,0.0-209.0-0.0,1190.3000000000466,,,,,,50,1,0,0,4,mountain,150,1,0.269555854990021,0.2604676702749984,0,learn,,,,,,,
,html-keyboard-response,403,960803,0.0-209.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,404,963593,0.0-210.0-0.0,282.9000000001397,,,,,,51,1,0,0,4,mountain,151,1,0.18028165269889343,0.06797021218904777,0,learn,,,,,,,
,html-keyboard-response,405,964597,0.0-210.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,406,967371,0.0-211.0-0.0,266.39999999990687,,,,,,49,1,0,0,4,mountain,152,0.8903808254483145,0.2044881240637947,0.12316956494487145,1,learn,,,,,,,
,html-keyboard-response,407,968375,0.0-211.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,408,971158,0.0-212.0-0.0,275.30000000004657,,,,,,49,1,0,0,4,mountain,153,0.7061610515047909,0.3326467792417848,0.08072768563146653,1,learn,,,,,,,
,html-keyboard-response,409,972161,0.0-212.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,410,975131,0.0-213.0-0.0,462.89999999990687,,,,,,49,0,0,0,4,mountain,154,0.5775182304317229,0.29637495684577375,0.08136986839339008,0,learn,,,,,,,
,html-keyboard-response,411,976134,0.0-213.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,412,978894,0.0-214.0-0.0,253.60000000009313,,,,,,49,0,1,0,4,mountain,155,0.48009675313727174,0.2720614662828493,0.06307897503192499,0,learn,,,,,,,
,html-keyboard-response,413,979897,0.0-214.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,414,982642,0.0-215.0-0.0,238.30000000004657,,,,,,49,1,1,0,4,mountain,156,0.5546992212510241,0.33666318542011,0.2037926758143964,1,learn,,,,,,,
,html-keyboard-response,415,983646,0.0-215.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,416,986422,0.0-216.0-0.0,269.39999999990687,,,,,,49,0,0,0,4,mountain,157,0.6440381869090864,0.454693129485429,0.0851683410255555,0,learn,,,,,,,
,html-keyboard-response,417,987426,0.0-216.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,418,990175,0.0-217.0-0.0,242.30000000004657,,,,,,49,1,1,0,4,mountain,158,0.6791488879664127,0.425033177267613,0.07890767018767884,1,learn,,,,,,,
,html-keyboard-response,419,991178,0.0-217.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,420,994007,0.0-218.0-0.0,322.9000000001397,,,,,,49,0,0,0,4,mountain,159,0.6423562822956158,0.25052927399821895,0.14844225720297965,0,learn,,,,,,,
,html-keyboard-response,421,995010,0.0-218.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,422,997779,0.0-219.0-0.0,262.9000000001397,,,,,,49,1,0,0,4,mountain,160,0.42143813894503496,0.16139576361428326,0.06294105858298525,1,learn,,,,,,,
,html-keyboard-response,423,998782,0.0-219.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,424,1001722,0.0-220.0-0.0,434.69999999995343,,,,,,49,1,0,0,4,mountain,161,0.39835215379149896,0.1526205919165835,0.08812168305766001,1,learn,,,,,,,
,html-keyboard-response,425,1002725,0.0-220.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,426,1005516,0.0-221.0-0.0,284.89999999990687,,,,,,49,0,0,0,4,mountain,162,0.24201027658559635,0.28704238894530826,0.15468900874212024,0,learn,,,,,,,
,html-keyboard-response,427,1006519,0.0-221.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,428,1009276,0.0-222.0-0.0,249.89999999990687,,,,,,49,0,0,0,4,mountain,163,0.16771093754898253,0.3668543254825754,0.15619118830487386,0,learn,,,,,,,
,html-keyboard-response,429,1010279,0.0-222.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,430,1013052,0.0-223.0-0.0,265.80000000004657,,,,,,49,0,0,0,4,mountain,164,0.11176976352348567,0.47861645918441703,0.06721243218846301,0,learn,,,,,,,
,html-keyboard-response,431,1014055,0.0-223.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,432,1016794,0.0-224.0-0.0,234.19999999995343,,,,,,50,0,1,0,4,mountain,165,0.2346626356024335,0.6306347084140217,0.08516770643020075,1,learn,,,,,,,
,html-keyboard-response,433,1017798,0.0-224.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,434,1020573,0.0-225.0-0.0,269.10000000009313,,,,,,50,0,1,0,4,mountain,166,0.3244379609577142,0.7512295639980481,0.15961763676422805,1,learn,,,,,,,
,html-keyboard-response,435,1021576,0.0-225.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,436,1024349,0.0-226.0-0.0,265.5999999998603,,,,,,50,0,1,0,4,mountain,167,0.28558267373322144,0.8011425628017194,0.09758455301673863,1,learn,,,,,,,
,html-keyboard-response,437,1025352,0.0-226.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,438,1028331,0.0-227.0-0.0,471.39999999990687,,,,,,50,1,0,0,4,mountain,168,0.30512129950751765,0.8178198723322998,0.052544972370071275,0,learn,,,,,,,
,html-keyboard-response,439,1029334,0.0-227.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,440,1032161,0.0-228.0-0.0,321.0999999998603,,,,,,50,1,1,1,4,mountain,169,0.24270448053397065,0.7138296947824143,0.23174916462911008,1,learn,,,,,,,
,html-keyboard-response,441,1033164,0.0-228.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,442,1036044,0.0-229.0-0.0,372.9000000001397,,,,,,50,0,1,0,4,mountain,170,0.08282006192426071,0.768331779888965,0.06814324950419128,1,learn,,,,,,,
,html-keyboard-response,443,1037047,0.0-229.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,444,1039889,0.0-230.0-0.0,334.4000000001397,,,,,,50,0,1,1,4,mountain,171,0.15979580187816556,0.6915275540891881,0.10783702125350556,1,learn,,,,,,,
,html-keyboard-response,445,1040892,0.0-230.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,446,1043714,0.0-231.0-0.0,316.80000000004657,,,,,,50,0,1,0,4,mountain,172,0.31487349278435106,0.5888179524928348,0.07060142250917065,1,learn,,,,,,,
,html-keyboard-response,447,1044718,0.0-231.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,448,1047463,0.0-232.0-0.0,238.39999999990687,,,,,,50,0,1,0,4,mountain,173,0.1445484270025875,0.7274696994200635,0.19039125035551052,1,learn,,,,,,,
,html-keyboard-response,449,1048467,0.0-232.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,450,1051304,0.0-233.0-0.0,330.80000000004657,,,,,,50,1,1,0,4,mountain,174,0.17023913050183573,0.7586535974410871,0.352805055491443,1,learn,,,,,,,
,html-keyboard-response,451,1052306,0.0-233.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,452,1054868,0.0-234.0-0.0,54.9000000001397,,,,,,50,0,1,0,4,mountain,175,0.15244235624988187,0.7235965269385884,0.3109804994087014,1,learn,,,,,,,
,html-keyboard-response,453,1055871,0.0-234.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,454,1058811,0.0-235.0-0.0,434.39999999990687,,,,,,50,0,1,0,4,mountain,176,0.24564221106888842,0.6293692972964948,0.33004880124137775,1,learn,,,,,,,
,html-keyboard-response,455,1059815,0.0-235.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,456,1062978,0.0-236.0-0.0,656.7999999998137,,,,,,50,0,0,0,4,mountain,177,0.2828693619103753,0.6510993325155618,0.37459415413069636,0,learn,,,,,,,
,html-keyboard-response,457,1063982,0.0-236.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,458,1066729,0.0-237.0-0.0,240.0999999998603,,,,,,50,0,1,0,4,mountain,178,0.3869522618427165,0.5787631494588511,0.21178346960603242,1,learn,,,,,,,
,html-keyboard-response,459,1067732,0.0-237.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,460,1070629,0.0-238.0-0.0,390.4000000001397,,,,,,50,1,1,0,4,mountain,179,0.5605864343427706,0.6567057982382413,0.05357994487342046,1,learn,,,,,,,
,html-keyboard-response,461,1071633,0.0-238.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,462,1074444,0.0-239.0-0.0,304.60000000009313,,,,,,50,0,0,0,4,mountain,180,0.3187752827720732,0.6611835920433481,0.13203288551536863,0,learn,,,,,,,
,html-keyboard-response,463,1075447,0.0-239.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,464,1078307,0.0-240.0-0.0,352.39999999990687,,,,,,50,1,1,0,4,mountain,181,0.34811936561845813,0.5374746808105705,0.06107146978596526,1,learn,,,,,,,
,html-keyboard-response,465,1079310,0.0-240.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,466,1082093,0.0-241.0-0.0,276,,,,,,50,0,0,0,4,mountain,182,0.42264559731875717,0.5497069231085492,0.10560845948176964,0,learn,,,,,,,
,html-keyboard-response,467,1083095,0.0-241.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,468,1086141,0.0-242.0-0.0,538.6000000000931,,,,,,50,1,1,0,4,mountain,183,0.35671530269711577,0.6404921812438749,0.11294385533582074,1,learn,,,,,,,
,html-keyboard-response,469,1087144,0.0-242.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,470,1089926,0.0-243.0-0.0,275.80000000004657,,,,,,50,0,1,0,4,mountain,184,0.23929111335521724,0.8475532060232169,0.08538351493784418,1,learn,,,,,,,
,html-keyboard-response,471,1090929,0.0-243.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,472,1093728,0.0-244.0-0.0,291.29999999981374,,,,,,50,0,1,0,4,mountain,185,0.3074974811181722,0.7783472373012987,0.23781282632333145,1,learn,,,,,,,
,html-keyboard-response,473,1094731,0.0-244.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,474,1097536,0.0-245.0-0.0,298.30000000004657,,,,,,50,0,1,0,4,mountain,186,0.3164629858905619,0.7494837152703315,0.14351569293727012,1,learn,,,,,,,
,html-keyboard-response,475,1098540,0.0-245.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,476,1101520,0.0-246.0-0.0,472.20000000018626,,,,,,50,0,1,0,4,mountain,187,0.23309473898212663,0.6628829712801921,0.10530895993046419,1,learn,,,,,,,
,html-keyboard-response,477,1102522,0.0-246.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,478,1105393,0.0-247.0-0.0,362.89999999990687,,,,,,50,0,1,0,4,mountain,188,0.34541288152605004,0.5882309841033976,0.07444012667624471,1,learn,,,,,,,
,html-keyboard-response,479,1106396,0.0-247.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,480,1109256,0.0-248.0-0.0,354.69999999995343,,,,,,50,1,0,0,4,mountain,189,0.3597849929243705,0.6232120012133595,0.1687297906156821,0,learn,,,,,,,
,html-keyboard-response,481,1110260,0.0-248.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,attention_check,482,1111524,0.0-249.0-0.0,1262.9000000001397,,,<div style='position:relative; margin-top: 600px;'><p>Before we set sail — press the <b>Z</b> key to continue!</p></div>,90,,,,,,,,,,,,true,,,,,,
,do_bye,483,1113031,0.0-249.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,break,484,1114616,0.0-249.0-2.0,1583.0999999998603,,,<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>,32,,,,,,,,,,,,,,,,,,
,do_travel,485,1123621,0.0-250.0-0.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_welcome,486,1127637,0.0-250.0-1.0,null,,,,,,null,,,,,,,,,,,,,,,,
,do_trial,487,1131299,0.0-251.0-0.0,1154.0999999998603,,,,,,49,1,1,0,5,city,190,0.3841477821553059,1,0.06088663492081329,1,learn,,,,,,,
,html-keyboard-response,488,1132302,0.0-251.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,489,1135132,0.0-252.0-0.0,323.60000000009313,,,,,,49,0,1,0,5,city,191,0.2566094151322335,1,0.054663753600346594,0,learn,,,,,,,
,html-keyboard-response,490,1136135,0.0-252.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,491,1138903,0.0-253.0-0.0,260.80000000004657,,,,,,49,0,1,0,5,city,192,0.1454258936760221,0.8348744427532087,0.10669009020460131,0,learn,,,,,,,
,html-keyboard-response,492,1139906,0.0-253.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,493,1142634,0.0-254.0-0.0,220.10000000009313,,,,,,50,1,1,0,5,city,193,0.2428998982240456,0.7450976521593387,0.06267143278645397,1,learn,,,,,,,
,html-keyboard-response,494,1143638,0.0-254.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,495,1146348,0.0-255.0-0.0,202.69999999995343,,,,,,50,0,1,0,5,city,194,0.07935277588572164,0.6481104275059757,0.13156652664771165,1,learn,,,,,,,
,html-keyboard-response,496,1147351,0.0-255.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,497,1150077,0.0-256.0-0.0,220,,,,,,50,0,0,0,5,city,195,0.15313282862629332,0.6778749209324587,0.062425109518740335,0,learn,,,,,,,
,html-keyboard-response,498,1151080,0.0-256.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,499,1153821,0.0-257.0-0.0,234.10000000009313,,,,,,50,0,0,1,5,city,196,0.052786348419912324,0.7005033692484399,0.20692662985159976,0,learn,,,,,,,
,html-keyboard-response,500,1154824,0.0-257.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,501,1157570,0.0-258.0-0.0,239.89999999990687,,,,,,50,0,1,1,5,city,197,0.05184765919806548,0.6835453616099104,0.2740135337321276,1,learn,,,,,,,
,html-keyboard-response,502,1158572,0.0-258.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,503,1161328,0.0-259.0-0.0,249.20000000018626,,,,,,50,1,1,0,5,city,198,0.06276120435970908,0.5562338516750929,0.23534369432037047,1,learn,,,,,,,
,html-keyboard-response,504,1162332,0.0-259.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,505,1165111,0.0-260.0-0.0,273,,,,,,50,0,1,0,5,city,199,0.15067681082566808,0.6035916383304185,0.09255141554368042,1,learn,,,,,,,
,html-keyboard-response,506,1166114,0.0-260.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,,,,,
,do_trial,507,1168992,0.0-261.0-0.0,369.70000000018626,,,,,,50,0,0,0,5,city,200,0.16643517688681184,0.6222146752596269,0.06156686286750514,0,learn,,,,,,,
