success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,island_num,passed,context_im
,do_trial,351,1381577,0.0-187.0-0.0,197,,,,,,49,0,0,1,3,highway,130,0.6575357319118511,0.16535538485176318,0.29037872964584416,0,learn,,,
,html-keyboard-response,352,1382609,0.0-187.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,353,1385356,0.0-188.0-0.0,101,,,,,,49,1,0,0,3,highway,131,0.5531336683434032,0.076919279050618,0.34307695394571125,1,learn,,,
,html-keyboard-response,354,1386496,0.0-188.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,355,1389135,0.0-189.0-0.0,98,,,,,,49,1,1,0,3,highway,132,0.5869355007437721,0.1328261419203726,0.40664730049472797,1,learn,,,
,html-keyboard-response,356,1390164,0.0-189.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,357,1392739,0.0-190.0-0.0,25,,,,,,49,0,0,0,3,highway,133,0.5313828948095539,0.2003652350536251,0.2740383768017038,0,learn,,,
,html-keyboard-response,358,1393988,0.0-190.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,359,1397355,0.0-191.0-0.0,831,,,,,,49,0,0,0,3,highway,134,0.5632918206260482,0.15300293415883728,0.26719259292938624,0,learn,,,
,html-keyboard-response,360,1398506,0.0-191.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,361,1401154,0.0-192.0-0.0,112,,,,,,50,1,0,0,3,highway,135,0.719608115316542,0.09608686449100644,0.2001534898553777,0,learn,,,
,html-keyboard-response,362,1402198,0.0-192.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,363,1404769,0.0-193.0-0.0,69,,,,,,49,1,0,1,3,highway,136,0.6511688476372397,0.07139835851756099,0.20267945209753835,1,learn,,,
,html-keyboard-response,364,1405796,0.0-193.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,365,1408680,0.0-194.0-0.0,312,,,,,,49,0,1,0,3,highway,137,0.6649919353563658,0.23339890192652177,0.20475859222696652,0,learn,,,
,html-keyboard-response,366,1409800,0.0-194.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,367,1412510,0.0-195.0-0.0,146,,,,,,49,0,0,0,3,highway,138,0.5940009835293762,0.08205465863094694,0.41055734614576894,0,learn,,,
,html-keyboard-response,368,1413550,0.0-195.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,369,1418031,0.0-196.0-0.0,1981,,,,,,49,0,0,1,3,highway,139,0.5256270621162352,0.1146034178571486,0.2594260933313664,0,learn,,,
,html-keyboard-response,370,1419085,0.0-196.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,371,1422176,0.0-197.0-0.0,590,,,,,,49,0,0,0,3,highway,140,0.5726716985610468,0.11785943886094384,0.17337556103014606,0,learn,,,
,html-keyboard-response,372,1423239,0.0-197.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,373,1426265,0.0-198.0-0.0,491,,,,,,50,1,1,0,3,highway,141,0.5792708018109962,0.1377438970049149,0.16563715801364687,1,learn,,,
,html-keyboard-response,374,1427266,0.0-198.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,375,1430480,0.0-199.0-0.0,712,,,,,,50,0,0,0,3,highway,142,0.7296674475353718,0.10843192186154404,0.22730491962008326,0,learn,,,
,html-keyboard-response,376,1431499,0.0-199.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,377,1434164,0.0-200.0-0.0,96,,,,,,50,1,0,0,3,highway,143,0.713361146224274,0.12696817086541,0.2956995816984084,0,learn,,,
,html-keyboard-response,378,1435204,0.0-200.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,379,1437759,0.0-201.0-0.0,14,,,,,,51,0,0,0,3,highway,144,0.6164576002210164,0.18127883357728294,0.3152343527973312,0,learn,,,
,html-keyboard-response,380,1438790,0.0-201.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,381,1441471,0.0-202.0-0.0,133,,,,,,49,1,0,0,3,highway,145,0.6018347874413692,0.24528920197355458,0.2796780781181358,1,learn,,,
,html-keyboard-response,382,1442525,0.0-202.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,383,1445606,0.0-203.0-0.0,109,,,,,,49,0,0,0,3,highway,146,0.4867396001744638,0.08576795860559557,0.39108680448004846,0,learn,,,
,html-keyboard-response,384,1446668,0.0-203.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,385,1449367,0.0-204.0-0.0,151,,,,,,50,0,0,1,3,highway,147,0.44731755834598164,0.06430178236598266,0.24227434008653612,0,learn,,,
,html-keyboard-response,386,1450569,0.0-204.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,387,1453171,0.0-205.0-0.0,49,,,,,,49,1,0,1,3,highway,148,0.5189978808009649,0.09514362158723733,0.4534786838546745,1,learn,,,
,html-keyboard-response,388,1454216,0.0-205.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,389,1456943,0.0-206.0-0.0,179,,,,,,49,0,0,1,3,highway,149,0.6200121964513331,0.07255838865435753,0.5663116895769725,0,learn,,,
,html-keyboard-response,390,1458078,0.0-206.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,391,1459620,0.0-207.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,392,1468623,0.0-208.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,393,1472658,0.0-208.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,394,1476002,0.0-209.0-0.0,794,,,,,,49,1,0,1,4,city,150,1,0.0782233457474832,0.4449061932814907,1,learn,,,
,html-keyboard-response,395,1477042,0.0-209.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,396,1479721,0.0-210.0-0.0,177,,,,,,49,1,0,1,4,city,151,1,0.09344270489936136,0.403660131766465,1,learn,,,
,html-keyboard-response,397,1480728,0.0-210.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,398,1483532,0.0-211.0-0.0,155,,,,,,49,1,1,0,4,city,152,0.7329161466449555,0.16671607254957324,0.2231390318842564,1,learn,,,
,html-keyboard-response,399,1484674,0.0-211.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,400,1487459,0.0-212.0-0.0,216,,,,,,49,1,0,1,4,city,153,0.7279866256267457,0.09584330519608336,0.3070883254056261,1,learn,,,
,html-keyboard-response,401,1488519,0.0-212.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,402,1491319,0.0-213.0-0.0,171,,,,,,49,1,0,0,4,city,154,0.7501081680804557,0.1843549801969799,0.30960490497451687,1,learn,,,
,html-keyboard-response,403,1492456,0.0-213.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,404,1495043,0.0-214.0-0.0,34,,,,,,49,1,0,0,4,city,155,0.5945050509998716,0.05228119467791892,0.3853099215707009,1,learn,,,
,html-keyboard-response,405,1496089,0.0-214.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,406,1498858,0.0-215.0-0.0,227,,,,,,49,1,0,0,4,city,156,0.5121225283716068,0.17127816822430547,0.23991604379738107,1,learn,,,
,html-keyboard-response,407,1499883,0.0-215.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,408,1502517,0.0-216.0-0.0,78,,,,,,49,1,0,1,4,city,157,0.5060172770676911,0.12994262955982275,0.1760626119161086,1,learn,,,
,html-keyboard-response,409,1503649,0.0-216.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,410,1506326,0.0-217.0-0.0,139,,,,,,49,1,0,0,4,city,158,0.56905716349292,0.15726326892620324,0.3560784307339901,1,learn,,,
,html-keyboard-response,411,1507327,0.0-217.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,412,1510139,0.0-218.0-0.0,229,,,,,,49,1,0,0,4,city,159,0.6972437479992593,0.22666526239173423,0.20376295706988692,1,learn,,,
,html-keyboard-response,413,1511209,0.0-218.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,414,1513949,0.0-219.0-0.0,201,,,,,,49,1,0,0,4,city,160,0.6498029299389001,0.3914647784951205,0.3150767298081037,1,learn,,,
,html-keyboard-response,415,1514997,0.0-219.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,416,1517989,0.0-220.0-0.0,463,,,,,,49,0,1,0,4,city,161,0.5011315503883398,0.48595939209996636,0.3261822656916486,0,learn,,,
,html-keyboard-response,417,1519048,0.0-220.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,418,1521828,0.0-221.0-0.0,255,,,,,,49,1,0,1,4,city,162,0.29042736781799433,0.3562181268373276,0.5580010021569889,1,learn,,,
,html-keyboard-response,419,1522965,0.0-221.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,420,1525518,0.0-222.0-0.0,13,,,,,,49,0,0,0,4,city,163,0.12865384172837255,0.2628809039501521,0.5261749514308869,0,learn,,,
,html-keyboard-response,421,1526546,0.0-222.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,422,1529252,0.0-223.0-0.0,95,,,,,,49,0,1,1,4,city,164,0.08155775219215831,0.3087441620506317,0.6677179208172916,0,learn,,,
,html-keyboard-response,423,1530309,0.0-223.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,424,1533035,0.0-224.0-0.0,55,,,,,,49,0,0,0,4,city,165,0.13962426542768117,0.14294554107186727,0.6344270426390285,0,learn,,,
,html-keyboard-response,425,1534083,0.0-224.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,426,1536860,0.0-225.0-0.0,240,,,,,,49,1,0,1,4,city,166,0.2603685388840414,0.2265462289160966,0.7133287901292721,1,learn,,,
,html-keyboard-response,427,1537893,0.0-225.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,428,1541631,0.0-226.0-0.0,1237,,,,,,49,1,0,1,4,city,167,0.2828991844063684,0.20236124560923074,0.6544218859605063,1,learn,,,
,html-keyboard-response,429,1542814,0.0-226.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,430,1545655,0.0-227.0-0.0,340,,,,,,49,0,0,1,4,city,168,0.22093645643413845,0.20944116164082743,0.6236974715379154,0,learn,,,
,html-keyboard-response,431,1546724,0.0-227.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,432,1551744,0.0-228.0-0.0,2519,,,,,,49,0,0,0,4,city,169,0.1884386414823164,0.2718525062905727,0.5366052249048265,0,learn,,,
,html-keyboard-response,433,1552809,0.0-228.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,434,1555664,0.0-229.0-0.0,289,,,,,,49,0,0,0,4,city,170,0.13835790357996153,0.3317987832530375,0.601513764366857,0,learn,,,
,html-keyboard-response,435,1556806,0.0-229.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,436,1560864,0.0-230.0-0.0,1557,,,,,,49,0,0,0,4,city,171,0.07949074502057156,0.37197105010077763,0.6568321728798489,0,learn,,,
,html-keyboard-response,437,1561865,0.0-230.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,438,1564453,0.0-231.0-0.0,41,,,,,,50,0,1,1,4,city,172,0.06106009186591985,0.316889439333911,0.8058181264176808,1,learn,,,
,html-keyboard-response,439,1565481,0.0-231.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,440,1568075,0.0-232.0-0.0,74,,,,,,50,0,0,1,4,city,173,0.13179212789398867,0.29467935918119326,0.7542452345080893,0,learn,,,
,html-keyboard-response,441,1569206,0.0-232.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,442,1572040,0.0-233.0-0.0,333,,,,,,50,0,1,0,4,city,174,0.23121851457149808,0.40580459888312215,0.7227505266489171,1,learn,,,
,html-keyboard-response,443,1573112,0.0-233.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,444,1575748,0.0-234.0-0.0,83,,,,,,50,0,0,1,4,city,175,0.14886091061242185,0.39703754471778263,0.6890081354450643,0,learn,,,
,html-keyboard-response,445,1576793,0.0-234.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,446,1579409,0.0-235.0-0.0,114,,,,,,51,0,1,1,4,city,176,0.11480267401124614,0.37307020673839014,0.7289045637382627,1,learn,,,
,html-keyboard-response,447,1580483,0.0-235.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,448,1583275,0.0-236.0-0.0,223,,,,,,51,0,0,1,4,city,177,0.055597867468313814,0.30418692087281846,0.7576219766388684,1,learn,,,
,html-keyboard-response,449,1584326,0.0-236.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,450,1586927,0.0-237.0-0.0,69,,,,,,51,0,0,0,4,city,178,0.11850565230004362,0.2136940496481885,0.7887239324052081,0,learn,,,
,html-keyboard-response,451,1587929,0.0-237.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,452,1590712,0.0-238.0-0.0,99,,,,,,49,0,0,1,4,city,179,0.08592941054967437,0.23818985446051372,0.7121877491867682,0,learn,,,
,html-keyboard-response,453,1591850,0.0-238.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,454,1594455,0.0-239.0-0.0,97,,,,,,50,0,0,1,4,city,180,0.07053644605148361,0.3971921604993935,0.594791356534283,0,learn,,,
,html-keyboard-response,455,1595485,0.0-239.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,456,1598322,0.0-240.0-0.0,309,,,,,,51,0,0,1,4,city,181,0.0765120906685884,0.23256481892699932,0.706077403278386,1,learn,,,
,html-keyboard-response,457,1599350,0.0-240.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,458,1602081,0.0-241.0-0.0,230,,,,,,51,0,0,1,4,city,182,0.08648120643162936,0.3808970498390391,0.6361208866311094,1,learn,,,
,html-keyboard-response,459,1603130,0.0-241.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,460,1605808,0.0-242.0-0.0,127,,,,,,51,0,1,1,4,city,183,0.14489654430764826,0.454949505971655,0.771270623328639,1,learn,,,
,html-keyboard-response,461,1606851,0.0-242.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,462,1609889,0.0-243.0-0.0,464,,,,,,51,0,1,1,4,city,184,0.056660121061938046,0.4239568672381882,0.5752993771275934,1,learn,,,
,html-keyboard-response,463,1611023,0.0-243.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,464,1614051,0.0-244.0-0.0,522,,,,,,51,0,1,0,4,city,185,0.15761832612147342,0.5358072058146864,0.4796166789162235,0,learn,,,
,html-keyboard-response,465,1615052,0.0-244.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,466,1617880,0.0-245.0-0.0,326,,,,,,51,0,1,1,4,city,186,0.08249579328942604,0.331163306795665,0.5050141192230686,1,learn,,,
,html-keyboard-response,467,1618939,0.0-245.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,468,1621807,0.0-246.0-0.0,369,,,,,,51,0,1,0,4,city,187,0.08767860656446555,0.4074810018468308,0.46085893591229005,0,learn,,,
,html-keyboard-response,469,1622871,0.0-246.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,470,1625408,0.0-247.0-0.0,34,,,,,,50,0,0,0,4,city,188,0.12565165977709114,0.33776340758657536,0.4664078961071813,0,learn,,,
,html-keyboard-response,471,1626442,0.0-247.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,472,1629433,0.0-248.0-0.0,440,,,,,,50,0,0,1,4,city,189,0.06231964677787074,0.4388560457369023,0.46501092347217404,0,learn,,,
,html-keyboard-response,473,1630461,0.0-248.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,474,1631962,0.0-249.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,475,1641006,0.0-250.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,476,1645012,0.0-250.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,477,1647994,0.0-251.0-0.0,431,,,,,,49,0,0,1,5,countryside,190,0.059471644871402884,0.37044341474996123,1,0,learn,,,
,html-keyboard-response,478,1649035,0.0-251.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,479,1652010,0.0-252.0-0.0,423,,,,,,49,0,0,1,5,countryside,191,0.27022593098869846,0.3180879584749048,1,0,learn,,,
,html-keyboard-response,480,1653056,0.0-252.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,481,1655991,0.0-253.0-0.0,435,,,,,,49,0,0,1,5,countryside,192,0.2565305391965855,0.2540761751180522,0.9060064717139027,0,learn,,,
,html-keyboard-response,482,1657058,0.0-253.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,483,1659856,0.0-254.0-0.0,224,,,,,,49,0,0,0,5,countryside,193,0.10005812405415576,0.2519398973838776,0.7005541045568755,0,learn,,,
,html-keyboard-response,484,1660887,0.0-254.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,485,1663521,0.0-255.0-0.0,84,,,,,,49,0,0,1,5,countryside,194,0.10496499343105123,0.09445193169251724,0.688386171145187,0,learn,,,
,html-keyboard-response,486,1664659,0.0-255.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,487,1667390,0.0-256.0-0.0,175,,,,,,50,0,0,1,5,countryside,195,0.0591041407614021,0.2676447858640246,0.7138806543465556,0,learn,,,
,html-keyboard-response,488,1668451,0.0-256.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,489,1671101,0.0-257.0-0.0,115,,,,,,51,0,1,1,5,countryside,196,0.15789371210826778,0.2615502545976079,0.5729564820901321,1,learn,,,
,html-keyboard-response,490,1672101,0.0-257.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,491,1674904,0.0-258.0-0.0,301,,,,,,51,0,1,1,5,countryside,197,0.1984741623360845,0.2866424765962309,0.6049212546003917,1,learn,,,
,html-keyboard-response,492,1675914,0.0-258.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,493,1678561,0.0-259.0-0.0,105,,,,,,51,0,1,1,5,countryside,198,0.27537816759469613,0.32210143410712305,0.48332100783007453,1,learn,,,
,html-keyboard-response,494,1679589,0.0-259.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,495,1683329,0.0-260.0-0.0,1023,,,,,,51,0,0,1,5,countryside,199,0.17678079839638794,0.3329681738364251,0.5965342158581399,1,learn,,,
,html-keyboard-response,496,1684388,0.0-260.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,497,1687247,0.0-261.0-0.0,358,,,,,,51,0,1,0,5,countryside,200,0.058292225554051794,0.4370330249121736,0.6171448684805272,0,learn,,,
,html-keyboard-response,498,1688276,0.0-261.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,499,1691499,0.0-262.0-0.0,687,,,,,,51,0,1,1,5,countryside,201,0.08612785467333428,0.40328051966569095,0.651122093792626,1,learn,,,
,html-keyboard-response,500,1692500,0.0-262.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,501,1696224,0.0-263.0-0.0,1120,,,,,,51,1,1,1,5,countryside,202,0.09528454708211939,0.4992844079391208,0.40738762652603433,1,learn,,,
,html-keyboard-response,502,1697362,0.0-263.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,503,1700101,0.0-264.0-0.0,185,,,,,,51,0,0,0,5,countryside,203,0.10842097189151897,0.6178726997976262,0.4314255729121142,0,learn,,,
,html-keyboard-response,504,1701149,0.0-264.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,505,1705402,0.0-265.0-0.0,1701,,,,,,51,0,1,0,5,countryside,204,0.3403673471445533,0.6005714920874157,0.22335895226081764,0,learn,,,
,html-keyboard-response,506,1706443,0.0-265.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,507,1709359,0.0-266.0-0.0,368,,,,,,51,1,0,0,5,countryside,205,0.2711445730579017,0.691328689742495,0.3250399882237707,0,learn,,,
,html-keyboard-response,508,1710416,0.0-266.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,509,1716153,0.0-267.0-0.0,3017,,,,,,50,0,1,0,5,countryside,206,0.23481563005830647,0.5673187738408665,0.07302767918177822,1,learn,,,
,html-keyboard-response,510,1717217,0.0-267.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,511,1720050,0.0-268.0-0.0,331,,,,,,50,1,1,0,5,countryside,207,0.28954354598140664,0.5760166249566693,0.14081148362603185,1,learn,,,
,html-keyboard-response,512,1721108,0.0-268.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,513,1724739,0.0-269.0-0.0,1103,,,,,,50,0,0,0,5,countryside,208,0.3585713584802618,0.4543858659105505,0.2024250578562187,0,learn,,,
,html-keyboard-response,514,1725770,0.0-269.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,515,1728654,0.0-270.0-0.0,344,,,,,,49,0,0,0,5,countryside,209,0.2626757017191634,0.4467470414544872,0.14561120364285957,0,learn,,,
,html-keyboard-response,516,1729655,0.0-270.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,517,1732416,0.0-271.0-0.0,260,,,,,,51,0,1,0,5,countryside,210,0.26951126289613697,0.5514886586370584,0.17026960216596315,0,learn,,,
,html-keyboard-response,518,1733518,0.0-271.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,519,1736617,0.0-272.0-0.0,597,,,,,,50,1,0,0,5,countryside,211,0.37565944664994533,0.5425547815746244,0.2289828568014933,0,learn,,,
,html-keyboard-response,520,1737646,0.0-272.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,521,1740312,0.0-273.0-0.0,4,,,,,,51,0,0,0,5,countryside,212,0.25223725932645835,0.6230006505957669,0.26693369237839865,0,learn,,,
,html-keyboard-response,522,1741379,0.0-273.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,523,1744473,0.0-274.0-0.0,593,,,,,,50,0,1,0,5,countryside,213,0.25295887336057843,0.6638128879431979,0.26184248839471236,1,learn,,,
,html-keyboard-response,524,1745474,0.0-274.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,525,1748712,0.0-275.0-0.0,719,,,,,,50,0,1,1,5,countryside,214,0.3079319714339801,0.5841606200692582,0.19497939773021908,1,learn,,,
,html-keyboard-response,526,1749866,0.0-275.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,527,1752705,0.0-276.0-0.0,328,,,,,,50,0,1,0,5,countryside,215,0.3249810863630953,0.589565556098721,0.1377304945997872,1,learn,,,
,html-keyboard-response,528,1753839,0.0-276.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,529,1757069,0.0-277.0-0.0,708,,,,,,50,0,1,0,5,countryside,216,0.32784331221957175,0.6226755947714466,0.12129780950326012,1,learn,,,
,html-keyboard-response,530,1758126,0.0-277.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,531,1760648,0.0-278.0-0.0,21,,,,,,50,0,1,0,5,countryside,217,0.2667655488962263,0.6083333235697287,0.0827879562827381,1,learn,,,
,html-keyboard-response,532,1761737,0.0-278.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,533,1764674,0.0-279.0-0.0,418,,,,,,50,0,0,0,5,countryside,218,0.4203453462169394,0.5221643543144552,0.12700045212735303,0,learn,,,
,html-keyboard-response,534,1765674,0.0-279.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,535,1768478,0.0-280.0-0.0,239,,,,,,50,0,1,0,5,countryside,219,0.3478808698387122,0.4339661442409241,0.07637247589228659,1,learn,,,
,html-keyboard-response,536,1769524,0.0-280.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,537,1774041,0.0-281.0-0.0,2007,,,,,,50,0,1,0,5,countryside,220,0.3393476302371339,0.6201855597472847,0.22434187981155818,1,learn,,,
,html-keyboard-response,538,1775177,0.0-281.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,539,1779719,0.0-282.0-0.0,2041,,,,,,50,0,0,0,5,countryside,221,0.4463694331806511,0.6776079516573882,0.41947356554163284,0,learn,,,
,html-keyboard-response,540,1780815,0.0-282.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,541,1783409,0.0-283.0-0.0,60,,,,,,51,0,0,0,5,countryside,222,0.37402159631398124,0.5353765218393648,0.09281468071166049,0,learn,,,
,html-keyboard-response,542,1784410,0.0-283.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,543,1787449,0.0-284.0-0.0,472,,,,,,50,1,1,0,5,countryside,223,0.4649381731319622,0.403175833925839,0.13203616711406668,1,learn,,,
,html-keyboard-response,544,1788450,0.0-284.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,545,1791242,0.0-285.0-0.0,264,,,,,,51,0,1,0,5,countryside,224,0.24928727311507756,0.5003397623708972,0.1377137293753919,0,learn,,,
,html-keyboard-response,546,1792266,0.0-285.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,547,1794961,0.0-286.0-0.0,160,,,,,,50,0,1,0,5,countryside,225,0.18612039736841737,0.4840570473649992,0.24291611783126907,1,learn,,,
,html-keyboard-response,548,1795962,0.0-286.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,549,1798962,0.0-287.0-0.0,456,,,,,,50,1,0,0,5,countryside,226,0.23641633399738723,0.7063427992518212,0.25437700339292374,0,learn,,,
,html-keyboard-response,550,1800003,0.0-287.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,551,1803105,0.0-288.0-0.0,602,,,,,,50,0,1,0,5,countryside,227,0.2711851965982913,0.7171640389076178,0.26895534673638005,1,learn,,,
,html-keyboard-response,552,1804106,0.0-288.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,553,1807025,0.0-289.0-0.0,418,,,,,,50,0,1,0,5,countryside,228,0.2631933859265709,0.6775422368287466,0.20697390600467738,1,learn,,,
,html-keyboard-response,554,1808026,0.0-289.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,555,1811773,0.0-290.0-0.0,1042,,,,,,50,1,0,0,5,countryside,229,0.2842397305238607,0.5616407889971566,0.21780593357192377,0,learn,,,
,html-keyboard-response,556,1812807,0.0-290.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_bye,557,1814832,0.0-291.0-0.0,null,,,,,,null,,,,,,,,,,,,
,html-keyboard-response,558,1816468,0.0-291.0-1.0,1635,,,<div class=center><p>Nice job plundering!</p><p>Press <b>space</b> to head back to pirate HQ.</p></div>,32,,,,,,,,,,,,,,
